CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
VC,28/04/2020,52.0869,62.9847,77.3105,24.8916,19.316
EX,22/04/2020,82.745,79.6237,62.4165,61.7744,60.0688
EX,23/04/2020,101.7368,81.0175,63.2967,58.8106,54.4465
EX,24/04/2020,104.8217,82.2715,62.9476,48.9001,40.7264
EX,25/04/2020,112.1001,82.2702,64.2349,36.6721,0
EX,26/04/2020,116.5603,82.2698,62.6602,19.0445,21.4923
EX,27/04/2020,114.6352,82.2698,65.1811,27.8941,86.4764
EX,28/04/2020,109.7738,82.2698,61.0509,36.8598,0
GA,22/04/2020,59.6885,41.3428,56.3127,77.2402,84.9363
GA,23/04/2020,66.8799,63.169,45.2413,48.4999,33.7846
GA,24/04/2020,53.9545,49.4774,23.4503,74.9114,35.3896
GA,25/04/2020,119.5336,78.8122,4.8577,0,0
GA,26/04/2020,25.4321,27.0359,0,81.44,0
GA,27/04/2020,202.12,102.1996,6.3674,0,16.6704
GA,28/04/2020,25.7057,0,47.9324,148.5615,0
MD,22/04/2020,83.1491,62.0384,57.3858,33.3802,42.9232
MD,23/04/2020,146.2952,62.144,61.5596,37.1493,96.0039
MD,24/04/2020,166.485,62.3098,54.3221,12.5583,0
MD,25/04/2020,160.9958,62.5895,63.1389,0,204.2465
MD,26/04/2020,159.8977,63.0872,49.0261,0,0
MD,27/04/2020,160.6209,64.0598,70.361,100.7761,187.6581
MD,28/04/2020,160.7745,66.2836,28.763,71.722,0
ML,22/04/2020,51.2106,75.5854,57.9709,65.4927,71.9219
ML,23/04/2020,28.734,100.4625,61.5419,74.6886,90.8137
ML,24/04/2020,15.9158,101.7121,51.4238,79.1548,95.1223
ML,25/04/2020,0,99.1639,66.7459,74.5636,107.6007
ML,26/04/2020,18.7905,97.2042,34.1501,71.4643,113.1351
ML,27/04/2020,34.742,97.1029,67.4554,69.8007,93.2179
ML,28/04/2020,6.476,98.1432,67.7584,69.3634,49.5873
MC,22/04/2020,53.3342,74.4381,75.1818,45.8389,63.0113
MC,23/04/2020,0,44.2958,110.308,53.6623,63.3564
MC,24/04/2020,32.4778,42.3519,86.957,42.4357,63.8311
MC,25/04/2020,67.9448,48.1656,97.5236,43.1934,63.9798
MC,26/04/2020,29.1119,35.2407,75.4713,37.6255,64.2835
MC,27/04/2020,0,59.9043,69.3504,28.4394,64.3405
MC,28/04/2020,87.314,0,51.8506,15.0374,64.5741
NC,22/04/2020,44.6265,79.7395,28.619,61.9979,63.7432
NC,23/04/2020,15.4694,81.6052,0,64.3956,64.0023
NC,24/04/2020,22.0046,54.3731,59.3012,61.3918,63.4914
NC,25/04/2020,7.9084,70.661,0,69.9657,63.2372
NC,26/04/2020,7.5999,82.0427,93.2518,54.8125,63.3416
NC,27/04/2020,35.0394,70.116,0,75.0868,63.4599
NC,28/04/2020,4.0389,55.7422,57.4102,34.5162,63.4604
PV,22/04/2020,47.6953,62.7023,64.4697,76.2856,51.9011
PV,23/04/2020,39.0845,62.5904,70.988,63.8763,51.4773
PV,24/04/2020,51.2952,62.6634,87.615,81.8397,62.7651
PV,25/04/2020,35.3011,62.6285,90.2213,66.6799,61.5029
PV,26/04/2020,29.2008,62.6436,93.0501,84.7721,46.7385
PV,27/04/2020,57.4206,62.6372,93.0351,67.4009,64.8322
PV,28/04/2020,6.6747,62.6399,94.4344,88.8232,61.4096
RI,22/04/2020,64.1184,52.3587,67.7111,58.1538,62.8506
RI,23/04/2020,67.8443,17.4391,68.36,57.1538,63.091
RI,24/04/2020,71.9294,0,68.1767,57.1778,62.7269
RI,25/04/2020,70.641,0,67.3644,57.1254,62.2204
RI,26/04/2020,52.5444,0,67.0378,57.1213,61.9646
RI,27/04/2020,26.8845,0,67.9398,57.116,62.0064
RI,28/04/2020,27.4434,0.42181,68.715,57.115,62.1982
