CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
MC,22/04/2020,60.9625,56.629,60.902,58.4292,53.2238
MC,23/04/2020,100.1074,44.9104,0,61.3596,51.6111
NC,17/04/2020,74.258,63.3813,54.2427,64.2357,28.7505
NC,18/04/2020,85.3742,72.5852,55.1587,65.552,33.7415
NC,19/04/2020,60.1362,74.6629,54.3815,65.3151,53.0096
NC,20/04/2020,95.4127,74.0597,54.7513,65.4229,82.6567
NC,21/04/2020,89.9184,74.131,54.5044,65.393,51.5959
NC,22/04/2020,71.8701,73.9428,54.6393,65.4035,82.9377
NC,23/04/2020,99.0872,73.8332,54.5563,65.4002,54.0298
PV,17/04/2020,50.9229,55.895,38.4641,45.4729,15.5214
PV,18/04/2020,57.1207,47.4831,27.7625,31.1394,42.8017
PV,19/04/2020,42.4328,24.2963,31.4672,0,102.3215
PV,20/04/2020,59.2288,0,34.7596,34.1448,75.8994
PV,21/04/2020,7.8587,0,45.5295,26.8939,0
PV,22/04/2020,145.4707,0,37.8037,20.1356,41.2034
PV,23/04/2020,0,73.8971,41.4278,0,85.5608
RI,17/04/2020,70.8121,61.4946,63.2495,58.0051,54.9458
RI,18/04/2020,76.616,76.9648,70.9468,58.284,54.4517
RI,19/04/2020,84.8486,88.527,71.2309,58.3299,55.9752
RI,20/04/2020,87.2826,82.1833,41.5222,58.3361,55.1506
RI,21/04/2020,95.619,62.0978,32.8467,58.3369,55.453
RI,22/04/2020,94.6984,35.1192,54.0847,58.337,55.6003
RI,23/04/2020,97.6053,55.608,0,58.337,55.5272
