CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
MC,20/04/2020,56.1356,56.6702,61.635,69.0188,90.5702
MC,21/04/2020,56.2046,42.5761,36.6337,55.4133,89.9648
MC,22/04/2020,56.2541,59.7865,10.8476,63.8506,89.702
NC,16/04/2020,27.0119,49.3892,28.6784,65.6752,42.281
NC,17/04/2020,35.2939,45.9751,35.1679,81.4161,38.0977
NC,18/04/2020,36.3524,62.3982,45.7888,82.072,47.7748
NC,19/04/2020,45.7753,89.4668,76.7797,73.5311,58.4423
NC,20/04/2020,52.6507,66.1119,59.1515,51.3598,38.8757
NC,21/04/2020,41.1579,51.783,25.1352,0,42.2328
NC,22/04/2020,35.959,51.4105,27.7522,0,46.4913
PV,16/04/2020,88.8671,53.0336,90.4298,56.6864,57.2348
PV,17/04/2020,136.1925,59.7841,58.406,56.8348,58.4688
PV,18/04/2020,126.0715,47.5401,53.7734,56.7202,59.4021
PV,19/04/2020,91.8713,97.438,80.9409,56.5999,59.9446
PV,20/04/2020,60.7973,0,69.8458,56.5604,60.1998
PV,21/04/2020,61.2835,129.0381,86.9918,56.5751,60.3018
PV,22/04/2020,92.9267,0,78.3862,56.598,60.3377
RI,16/04/2020,60.1742,48.2994,61.0183,49.2456,51.6905
RI,17/04/2020,61.8184,46.0566,60.8121,55.4782,63.2249
RI,18/04/2020,60.4021,53.5839,61.5532,46.1449,29.2661
RI,19/04/2020,59.7907,49.9866,61.5211,56.2671,88.5738
RI,20/04/2020,59.9114,48.2009,61.5624,43.3932,29.1562
RI,21/04/2020,60.0487,50.3599,61.5598,59.493,88.5501
RI,22/04/2020,60.0501,50.1841,61.5618,41.2528,29.1592
