CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
EX,24/04/2020,41.8632,56.0925,63.2048,59.5707,15.7346
EX,25/04/2020,0,80.1202,61.9153,66.4764,1.2494
EX,26/04/2020,0,4.8733,62.8106,49.0625,0
EX,27/04/2020,12.8829,13.5932,64.2753,62.6487,4.8322
EX,28/04/2020,13.6268,5.5308,63.4062,48.7986,30.0825
EX,29/04/2020,29.0949,0,61.5119,67.452,35.6223
EX,30/04/2020,29.4952,0,62.432,54.3059,40.1494
GA,24/04/2020,57.7563,59.3983,65.5455,56.9289,64.8856
GA,25/04/2020,52.5262,56.9884,65.3818,63.7974,62.9945
GA,26/04/2020,48.299,55.9255,70.4522,47.4309,58.5656
GA,27/04/2020,44.4191,55.5088,57.7386,79.1853,59.8547
GA,28/04/2020,39.3902,55.9008,70.8763,0,67.4922
GA,29/04/2020,38.5069,57.6176,57.0262,0,60.7382
GA,30/04/2020,40.8768,61.1368,68.1974,27.0001,51.3755
MD,24/04/2020,61.2276,60.2913,53.6284,65.1995,65.3889
MD,25/04/2020,63.4066,50.6654,68.2172,66.2463,64.5576
MD,26/04/2020,59.864,23.7664,27.8636,67.044,69.6709
MD,27/04/2020,64.169,50.2767,44.8362,67.5661,49.5273
MD,28/04/2020,55.2733,40.6528,1.8488,67.8448,98.7401
MD,29/04/2020,73.5798,57.6009,76.4243,67.9504,21.9407
MD,30/04/2020,0,104.5843,0,67.9591,42.6158
ML,24/04/2020,72.6244,36.4611,69.3457,73.1332,100.1955
ML,25/04/2020,71.6164,28.259,61.8204,77.5659,116.7776
ML,26/04/2020,87.8165,48.3168,79.0023,72.3167,128.1355
ML,27/04/2020,86.2001,11.6636,44.7342,48.3929,135.0713
ML,28/04/2020,82.8079,53.725,106.3394,0,134.4908
ML,29/04/2020,80.07,32.1248,0,0,128.4533
ML,30/04/2020,83.472,39.7318,123.1099,16.0689,126.8479
MC,24/04/2020,49.3619,62.3838,63.8282,61.0897,64.0659
MC,25/04/2020,39.6895,68.9394,61.8911,64.0022,66.2615
MC,26/04/2020,30.8695,56.4447,52.2359,58.9951,61.5149
MC,27/04/2020,13.6931,107.3828,38.5128,64.73,73.7672
MC,28/04/2020,0,54.733,37.9222,55.5107,56.3779
MC,29/04/2020,28.3629,54.6005,23.1952,65.4387,95.1289
MC,30/04/2020,62.95,59.1151,43.0923,51.9795,93.895
NC,24/04/2020,79.7322,45.509,97.9031,21.8226,59.2905
NC,25/04/2020,85.9991,55.1454,112.6485,11.5736,86.2341
NC,26/04/2020,102.3227,38.9205,59.6418,26.2874,7.2408
NC,27/04/2020,108.7897,66.9653,0,36.962,182.9628
NC,28/04/2020,125.8744,0,0,39.7154,0
NC,29/04/2020,125.9535,37.0424,0,53.5854,186.4942
NC,30/04/2020,125.9719,81.0347,53.0121,75.1537,0
PV,24/04/2020,53.1936,46.282,47.2748,67.5324,63.873
PV,25/04/2020,124.9713,52.1302,91.2385,73.0952,61.2292
PV,26/04/2020,6.1862,78.139,29.3423,73.5646,57.2229
PV,27/04/2020,188.2755,64.8541,48.1605,60.7002,56.7878
PV,28/04/2020,70.6638,44.1432,8.1009,38.4219,57.459
PV,29/04/2020,83.3165,50.1526,14.6715,31.8525,58.2541
PV,30/04/2020,45.5997,69.9801,24.6638,51.4951,59.3883
RI,24/04/2020,60.914,15.9752,85.1469,53.5169,63.1957
RI,25/04/2020,52.5293,70.6268,82.4828,64.9367,54.5151
RI,26/04/2020,34.8973,61.8829,69.8547,71.1441,13.4339
RI,27/04/2020,7.3527,0,69.9902,54.1722,0
RI,28/04/2020,0,56.2225,79.1942,79.9818,0
RI,29/04/2020,0,66.1378,91.2479,71.3772,25.2046
RI,30/04/2020,0,32.2972,69.0245,57.553,49.8322
