CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
CN,26/04/2020,0,40.092,41.0114,46.5631,80.23
CB,20/04/2020,0,63.7883,5.9667,48.3053,57.1098
CB,21/04/2020,66.2081,78.656,53.1531,71.6508,60.7204
CB,22/04/2020,32.5531,90.0507,36.2216,35.582,55.6643
CB,23/04/2020,6.2244,84.6084,35.4678,84.65,63.662
CB,24/04/2020,56.951,83.7152,53.6975,4.5204,53.6827
CB,25/04/2020,39.7113,83.8114,12.5929,33.8318,68.7771
CB,26/04/2020,24.9217,83.8342,41.8227,0,48.638
CM,20/04/2020,59.5172,47.5183,40.5825,50.2526,58.8626
CM,21/04/2020,56.1417,84.9856,43.5079,48.3836,57.4902
CM,22/04/2020,47.9678,0,43.1532,71.9721,56.8133
CM,23/04/2020,30.6659,141.53,32.0923,41.0442,56.6227
CM,24/04/2020,4.9518,0,17.345,39.5784,56.5684
CM,25/04/2020,0,143.1253,0,42.156,56.5484
CM,26/04/2020,0,0,0,30.5637,56.54
CL,20/04/2020,60.6388,66.3321,58.0719,51.5578,60.6497
CL,21/04/2020,61.2765,77.6276,56.5513,62.4366,60.8754
CL,22/04/2020,61.5854,98.7656,56.6362,50.1262,60.8605
CL,23/04/2020,61.854,131.8485,57.277,64.698,60.8002
CL,24/04/2020,61.963,155.5421,57.6299,48.2767,60.7771
CL,25/04/2020,62.0509,157.7421,57.5153,68.2576,60.7817
CL,26/04/2020,62.084,58.7719,57.2713,44.1962,60.7893
CT,20/04/2020,7.8554,62.3502,56.2811,25.0632,71.6827
CT,21/04/2020,71.8536,66.3097,49.4986,129.1196,59.3661
CT,22/04/2020,114.4062,71.6374,47.3283,109.1903,80.2076
CT,23/04/2020,0,75.3753,49.6536,0,53.2266
CT,24/04/2020,59.4679,73.6536,53.7356,98.0693,95.312
CT,25/04/2020,74.1232,59.4771,59.6065,20.5266,33.8705
CT,26/04/2020,0,60.5332,64.2239,98.9905,132.4158
CE,20/04/2020,54.2419,57.6921,59.617,55.1388,73.9541
CE,21/04/2020,32.9691,57.5561,59.0124,39.3762,74.8318
CE,22/04/2020,0,57.5114,58.6694,0,75.1763
CE,23/04/2020,0.10942,57.5034,58.6277,5.6075,75.1563
CE,24/04/2020,0,57.5018,58.729,78.193,75.1448
CE,25/04/2020,46.984,57.5014,58.8331,100.915,75.1451
CE,26/04/2020,19.1111,57.5013,58.8846,50.9004,75.1455
VC,20/04/2020,66.1778,48.871,58.8265,13.5103,66.6878
VC,21/04/2020,62.7012,28.5354,60.2219,108.9879,83.4296
VC,22/04/2020,70.5957,139.5107,58.5371,4.9287,128.2563
VC,23/04/2020,59.9337,0,60.4637,97.0371,134.5907
VC,24/04/2020,85.1576,101.7746,58.1182,6.0604,70.2511
VC,25/04/2020,33.4881,0,60.7072,97.3246,24.7888
VC,26/04/2020,60.1978,110.0956,57.5773,6.1004,0
EX,20/04/2020,56.5478,55.5421,54.0308,107.1541,48.7491
EX,21/04/2020,78.6486,58.5466,74.4255,36.2102,48.7021
EX,22/04/2020,7.688,56.585,19.2738,91.7552,59.8758
EX,23/04/2020,41.2531,56.87,25.6038,42.3801,39.861
EX,24/04/2020,60.7737,56.5808,20.6294,92.0443,4.0866
EX,25/04/2020,24.4419,56.7376,15.3209,39.5975,0
EX,26/04/2020,60.698,56.658,19.7468,91.858,0
GA,20/04/2020,53.8437,58.4904,67.7039,8.2493,65.6414
GA,21/04/2020,29.7579,57.9672,43.2092,72.7625,66.2456
GA,22/04/2020,0,56.9107,111.1531,43.4025,49.3795
GA,23/04/2020,0,56.2294,97.2389,35.1872,44.61
GA,24/04/2020,0,55.6642,106.5457,51.1006,53.089
GA,25/04/2020,42.5973,55.3425,76.5268,81.2161,24.7885
GA,26/04/2020,65.8882,55.1759,129.9405,0,7.2158
MD,20/04/2020,65.6187,56.7901,81.8077,56.4818,55.6555
MD,21/04/2020,51.4,55.6007,94.0609,51.325,56.4365
MD,22/04/2020,99.1032,56.261,88.7323,46.4253,55.1654
MD,23/04/2020,0,56.6881,81.673,34.804,55.8769
MD,24/04/2020,89.5591,56.6616,81.657,47.1665,55.103
MD,25/04/2020,0,56.5587,81.8451,46.6126,55.7027
MD,26/04/2020,90.1882,56.5385,81.8588,48.8364,55.1359
ML,20/04/2020,62.9705,47.3851,51.2983,64.4439,55.8636
ML,21/04/2020,61.9373,8.9667,44.3381,55.2344,34.9431
ML,22/04/2020,72.8256,25.4765,40.3901,119.8094,0
ML,23/04/2020,48.1346,59.6868,38.0031,0,21.7955
ML,24/04/2020,49.3353,109.9094,36.4927,120.4265,34.9009
ML,25/04/2020,48.8493,159.5158,37.3417,73.3076,30.3106
ML,26/04/2020,48.8359,111.2755,35.8322,122.089,26.5317
MC,20/04/2020,58.3008,57.9898,40.5235,52.1302,70.9734
MC,21/04/2020,57.3593,58.4074,30.3742,18.4153,99.7013
MC,22/04/2020,57.0693,57.7834,28.3334,58.7091,101.9721
MC,23/04/2020,56.9869,58.0112,30.7699,37.8614,111.4605
MC,24/04/2020,56.9632,57.7572,40.5358,12.1511,103.9014
MC,25/04/2020,56.9562,57.8799,66.7479,104.7554,154.9304
MC,26/04/2020,56.9541,57.766,101.2689,52.4877,101.9611
NC,20/04/2020,53.5939,54.0881,59.1268,60.9375,23.4694
NC,21/04/2020,70.1522,58.6843,56.3601,61.1117,63.6101
NC,22/04/2020,26.2268,55.5411,51.5457,60.1833,105.2817
NC,23/04/2020,84.3253,57.8245,48.3084,58.3023,84.0188
NC,24/04/2020,47.4795,55.9332,51.9344,56.1404,6.7378
NC,25/04/2020,112.0709,57.4632,46.108,55.0126,69.2148
NC,26/04/2020,51.2001,56.2148,49.7992,56.6518,92.5204
PV,20/04/2020,57.2127,64.7637,41.9884,58.8642,28.5682
PV,21/04/2020,57.2132,72.298,94.8123,56.5524,35.7812
PV,22/04/2020,57.6422,86.6483,44.2567,55.0513,116.295
PV,23/04/2020,57.613,95.01,92.3406,55.4207,133.9994
PV,24/04/2020,57.5245,82.3993,36.9408,57.2746,81.2091
PV,25/04/2020,57.5359,73.9918,91.7582,59.1006,0
PV,26/04/2020,57.5532,68.7206,67.6333,59.4414,12.1597
RI,20/04/2020,56.1307,52.8857,47.2888,39.9402,58.7478
RI,21/04/2020,72.685,34.8798,38.878,127.7213,58.0611
RI,22/04/2020,45.7354,16.8208,33.8324,54.3576,57.6735
RI,23/04/2020,118.3074,0,42.9808,68.5484,57.4768
RI,24/04/2020,0,0,0,2.2307,57.3799
RI,25/04/2020,86.5094,0,0,40.9254,57.3349
RI,26/04/2020,47.2001,0,10.5744,30.5115,57.3147
