CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
CL,04/05/2020,28.7939,0,10.4252,15.5222,102.4756
CT,28/04/2020,44.4068,64.6095,85.3399,57.2622,96.4023
CT,29/04/2020,37.8369,76.3423,61.9803,148.6408,103.5327
CT,30/04/2020,18.8541,24.2181,29.5948,0,101.7526
CT,01/05/2020,54.345,52.5917,46.1377,154.5345,97.8875
CT,02/05/2020,0,0,0,0,98.2437
CT,03/05/2020,135.6107,129.4104,71.4359,120.6531,99.0785
CT,04/05/2020,34.1065,0,0,0,99.1469
CE,28/04/2020,52.7088,71.0591,55.4495,37.8493,36.4511
CE,29/04/2020,62.3858,78.1331,81.3225,104.1977,43.8106
CE,30/04/2020,22.6023,100.8799,20.556,80.4114,24.8651
CE,01/05/2020,85.6712,161.7999,126.8577,72.7062,41.3167
CE,02/05/2020,69.2902,211.1901,0,49.3208,0
CE,03/05/2020,60.403,152.9175,135.7148,104.1476,76.2508
CE,04/05/2020,59.1272,89.9855,0,75.5898,0
VC,28/04/2020,143.7901,84.3766,67.8777,61.1495,76.6896
VC,29/04/2020,5.9038,116.305,69.0088,14.0094,79.7899
VC,30/04/2020,158.1654,140.5108,68.4662,0,71.9626
VC,01/05/2020,3.4816,102.1847,69.8556,0,67.3255
VC,02/05/2020,164.6463,153.2452,68.8392,0,70.1797
VC,03/05/2020,3.6946,137.9122,70.6244,12.0014,77.652
VC,04/05/2020,170.459,110.5404,69.0482,101.6643,77.8102
EX,28/04/2020,68.8377,93.8174,51.73,71.3589,82.9236
EX,29/04/2020,69.4745,97.6391,25.0486,61.1125,73.1139
EX,30/04/2020,69.8829,97.6521,96.2619,88.7945,107.7501
EX,01/05/2020,70.1117,97.6105,10.5244,28.4457,5.3064
EX,02/05/2020,70.2251,97.6095,60.261,73.0143,204.853
EX,03/05/2020,70.2762,97.6102,19.6575,0,0
EX,04/05/2020,70.2977,97.6102,79.2578,0,210.4314
GA,28/04/2020,79.7348,69.9035,67.0172,68.7226,63.395
GA,29/04/2020,75.8878,70.3872,60.7688,68.6043,56.4843
GA,30/04/2020,83.4769,70.7551,50.6777,68.0118,56.9636
GA,01/05/2020,80.203,70.8767,44.3199,67.4593,82.7365
GA,02/05/2020,81.5484,70.9778,28.536,67.2519,93.3622
GA,03/05/2020,81.7757,71.0101,21.6929,67.4771,66.2877
GA,04/05/2020,81.6875,71.04,13.8844,67.9432,0
MD,28/04/2020,62.254,77.187,56.9577,65.8876,76.7859
MD,29/04/2020,63.6762,70.7259,30.5122,59.4347,81.0148
MD,30/04/2020,63.9038,90.6812,63.2737,51.7254,80.52
MD,01/05/2020,63.9346,47.8896,41.4959,50.7606,81.1251
MD,02/05/2020,63.9119,71.5664,38.9148,53.5256,81.0969
MD,03/05/2020,63.9175,20.1642,36.2611,55.8901,81.2243
MD,04/05/2020,63.9172,66.5214,34.1742,57.4864,81.2307
ML,28/04/2020,66.7526,0,76.7354,62.493,61.5712
ML,29/04/2020,67.1744,171.4848,82.6477,59.5385,73.5878
ML,30/04/2020,66.8962,51.8237,103.6787,63.3091,63.9236
ML,01/05/2020,67.0487,0,120.6491,60.422,89.3198
ML,02/05/2020,66.9606,152.3309,133.7558,63.4971,91.9732
ML,03/05/2020,67.0122,0,134.7761,61.6477,99.9284
ML,04/05/2020,66.983,23.5401,112.9963,64.1019,115.5919
MC,28/04/2020,61.3691,60.8028,16.9528,57.5346,68.5826
MC,29/04/2020,64.0665,61.0463,0,24.7353,69.0233
MC,30/04/2020,65.9759,60.7491,0,0,69.0926
MC,01/05/2020,64.3236,60.7674,0,0,69.5223
MC,02/05/2020,63.9387,60.7268,0,0,68.9774
MC,03/05/2020,65.3815,60.7269,0,15.0894,70.3445
MC,04/05/2020,64.6645,60.7212,0,24.5571,67.8486
NC,28/04/2020,76.391,71.6478,68.532,96.2838,66.7989
NC,29/04/2020,63.1891,91.3312,68.1775,104.7814,67.1464
NC,30/04/2020,108.3909,142.4744,68.4804,76.105,66.8663
NC,01/05/2020,2.5034,181.7403,68.1959,141.1137,66.9608
NC,02/05/2020,120.2413,111.1504,68.4502,105.3322,66.9007
NC,03/05/2020,24.2735,69.0781,68.2156,148.7018,66.9241
NC,04/05/2020,45.7414,41.2892,68.4256,98.2059,66.9111
PV,28/04/2020,76.5833,65.771,57.3947,74.6698,69.7651
PV,29/04/2020,59.1644,58.4507,117.9799,60.8825,74.9447
PV,30/04/2020,99.1985,46.1447,0,111.0508,90.9043
PV,01/05/2020,26.5955,26.5078,117.1766,47.8077,97.6282
PV,02/05/2020,132.0149,0,0,172.8683,116.7492
PV,03/05/2020,0,0,87.393,77.2992,110.8713
PV,04/05/2020,109.3639,0,0,168.6597,122.5009
RI,28/04/2020,57.7764,53.3834,180.8467,47.1771,74.5335
RI,29/04/2020,68.7638,69.1031,5.9391,110.7332,53.1072
RI,30/04/2020,16.7975,65.4146,107.2899,5.9649,24.1822
RI,01/05/2020,165.5539,53.577,0,0,0
RI,02/05/2020,24.6332,65.5284,89.9132,0,0
RI,03/05/2020,83.8441,67.0338,0,13.1318,0.26815
RI,04/05/2020,54.7742,53.7809,64.1763,67.6724,95.0637
