CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AN,21/04/2020,64.8798,48.4832,46.9954,53.1442,59.5051
AN,22/04/2020,66.9763,28.2784,0.71,19.5127,55.0827
AN,23/04/2020,66.4878,22.7982,0,0,47.3189
AN,24/04/2020,66.8868,6.2996,0,0,34.5764
AN,25/04/2020,66.6099,29.4038,0,0,34.1553
AN,26/04/2020,66.8122,76.8299,0,0,33.3604
AN,27/04/2020,66.6588,0,20.4963,0,32.5252
AR,21/04/2020,50.4337,60.3501,25.2707,45.3623,64.8315
AR,22/04/2020,46.3104,60.9353,0,53.0917,70.9106
AR,23/04/2020,58.8685,60.5486,0,43.8414,78.0665
AR,24/04/2020,86.8015,60.8847,57.297,43.625,80.6519
AR,25/04/2020,102.1834,60.6575,189.4511,56.9937,80.6609
AR,26/04/2020,58.6022,60.849,108.5494,43.3004,80.2826
AR,27/04/2020,32.6185,60.7165,0,48.0724,80.111
AS,21/04/2020,27.1426,65.309,72.656,38.4511,65.5253
AS,22/04/2020,32.8439,71.6975,50.7358,68.1355,56.9934
AS,23/04/2020,42.6693,77.3022,90.3786,80.2221,67.5876
AS,24/04/2020,63.3378,75.8722,0,37.0327,52.6827
AS,25/04/2020,66.59,48.7448,161.5917,51.2869,69.6271
AS,26/04/2020,38.1208,33.8917,5.0903,40.9863,50.7407
AS,27/04/2020,3.8661,43.7565,56.3368,56.903,72.6248
IB,21/04/2020,71.9333,60.9409,62.9673,66.7042,62.608
IB,22/04/2020,98.0119,59.9039,64.3047,72.1139,61.8202
IB,23/04/2020,81.4501,59.4957,66.6294,80.2098,68.3946
IB,24/04/2020,96.3285,60.3433,67.4077,81.7034,49.526
IB,25/04/2020,116.6137,61.2143,70.4904,59.1508,64.3028
IB,26/04/2020,117.9158,60.6649,69.0397,43.8241,29.9519
IB,27/04/2020,124.2708,59.5884,74.1951,28.4599,4.6889
CN,21/04/2020,52.1744,61.2293,56.8788,60.3476,15.6063
CN,22/04/2020,38.8008,61.9314,47.0114,59.2504,64.0037
CN,23/04/2020,16.1958,61.8586,67.0164,58.9844,148.0041
CN,24/04/2020,0,62.5462,114.4629,59.6053,101.5999
CN,25/04/2020,0,62.1697,108.1119,60.1711,14.2009
CN,26/04/2020,41.205,63.0714,61.034,60.1119,10.3139
CN,27/04/2020,91.4949,62.2363,114.6323,59.6941,24.8395
CB,21/04/2020,63.1857,65.3365,63.5705,66.2408,61.9933
CB,22/04/2020,64.0001,71.0317,63.6244,75.67,62.4189
CB,23/04/2020,66.1563,72.3547,63.6445,79.442,63.3602
CB,24/04/2020,66.2326,71.3903,63.6448,78.4407,63.0155
CB,25/04/2020,67.3519,70.2562,63.6448,75.2569,64.5401
CB,26/04/2020,67.1684,70.1537,63.6448,70.7868,62.6625
CB,27/04/2020,67.5293,70.74,63.6448,64.2592,66.182
CM,21/04/2020,22.1952,62.3792,92.5669,55.5903,70.4484
CM,22/04/2020,156.3799,62.4985,50.9325,48.1483,70.8073
CM,23/04/2020,0,64.4443,150.8989,36.9482,73.3801
CM,24/04/2020,170.78,62.1275,42.4339,50.4008,72.286
CM,25/04/2020,0,65.9459,100.9749,82.7875,74.1498
CM,26/04/2020,101.4543,57.1683,34.6165,101.9676,72.4482
CM,27/04/2020,0,55.076,89.4524,106.664,74.5833
CL,21/04/2020,65.7107,64.4449,60.5235,54.3043,61.222
CL,22/04/2020,58.5935,68.4112,59.9195,49.204,62.6707
CL,23/04/2020,69.8889,71.7691,60.1613,51.3786,61.6311
CL,24/04/2020,40.702,70.558,60.4493,48.6975,65.2619
CL,25/04/2020,44.9881,59.6327,60.3913,50.0727,59.7151
CL,26/04/2020,31.6386,60.8553,60.2496,48.8067,76.1169
CL,27/04/2020,86.8663,64.4144,60.2636,49.8262,23.8009
CT,21/04/2020,59.9322,41.9174,57.66,58.2602,72.7034
CT,22/04/2020,62.0939,107.2063,62.4628,57.5652,84.6669
CT,23/04/2020,58.8879,35.8504,56.2783,57.722,85.1792
CT,24/04/2020,64.1459,44.0454,67.89,57.8392,78.3867
CT,25/04/2020,55.2362,92.0982,53.5906,57.8464,67.2765
CT,26/04/2020,66.632,38.5481,88.3477,57.8323,64.3543
CT,27/04/2020,43.7598,54.9016,32.2023,57.8281,71.7112
