CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
VC,28/04/2020,74.9548,27.0982,79.6509,102.1123,82.0004
VC,29/04/2020,58.9792,1.6212,75.2949,67.8398,80.9663
VC,30/04/2020,34.5165,33.2862,79.9378,0,81.6042
VC,01/05/2020,82.6884,0,79.1867,0,81.5119
VC,02/05/2020,144.3854,46.6566,79.9646,0,81.5513
EX,26/04/2020,60.0794,73.6819,65.3192,41.3586,64.0398
EX,27/04/2020,59.4435,71.9098,66.4534,0,64.4157
EX,28/04/2020,62.0389,68.0695,65.6541,0,63.9567
EX,29/04/2020,64.0844,65.2695,66.9398,0,64.0987
EX,30/04/2020,62.4613,67.9181,66.0352,23.6953,63.963
EX,01/05/2020,60.8312,74.6682,67.4949,73.8853,64.0153
EX,02/05/2020,61.4346,70.5785,66.5038,164.0634,63.9726
GA,26/04/2020,53.2565,80.3964,36.296,66.4763,87.7385
GA,27/04/2020,36.0195,19.5118,30.9248,66.0071,100.0843
GA,28/04/2020,41.017,168.9252,0,63.6827,96.1622
GA,29/04/2020,36.6229,0,0,59.1777,83.9961
GA,30/04/2020,34.5911,210.6382,0,54.547,91.1835
GA,01/05/2020,26.6382,0,76.0363,47.1005,95.4373
GA,02/05/2020,38.9771,199.6114,0,33.5566,92.6505
MD,26/04/2020,73.7222,16.0386,76.2109,31.0163,64.3331
MD,27/04/2020,95.9626,185.153,63.336,0,60.6335
MD,28/04/2020,92.2824,0,83.6606,62.9674,55.7186
MD,29/04/2020,98.5282,74.7968,37.3887,93.3277,40.086
MD,30/04/2020,99.293,33.6844,81.6382,0,26.0605
MD,01/05/2020,99.3223,70.9054,40.8945,35.4579,10.3163
MD,02/05/2020,99.3116,95.9606,83.2804,76.8954,26.9519
ML,26/04/2020,30.8845,82.7926,64.3228,66.8776,74.8854
ML,27/04/2020,83.2986,40.5411,63.7772,65.1604,70.63
ML,28/04/2020,33.4656,0,63.646,69.2216,83.1891
ML,29/04/2020,49.0397,0,63.6247,64.2127,70.7021
ML,30/04/2020,77.3426,0,63.6244,73.6,79.8837
ML,01/05/2020,62.9926,0,63.6258,70.923,74.4233
ML,02/05/2020,17.4483,0,63.6265,58.2607,82.8129
MC,26/04/2020,40.4455,60.6115,66.3644,71.2433,70.6687
MC,27/04/2020,118.8742,64.8296,65.3273,83.3605,69.2492
MC,28/04/2020,32.4023,58.391,61.6884,88.0562,72.4457
MC,29/04/2020,94.4786,63.7026,51.4217,78.8323,69.952
MC,30/04/2020,47.8151,58.6185,14.2139,50.6257,73.1012
MC,01/05/2020,127.4792,61.1651,66.3254,22.781,69.9887
MC,02/05/2020,37.0295,56.7249,52.5273,59.3557,73.4866
NC,26/04/2020,60.4253,65.9002,56.8005,43.5831,64.3234
NC,27/04/2020,68.1695,65.9934,59.7816,123.2152,64.1183
NC,28/04/2020,60.256,66.0007,55.3354,6.658,64.3111
NC,29/04/2020,72.8783,66.0106,53.0396,229.1572,64.1481
NC,30/04/2020,66.4993,66.013,51.7631,35.0503,64.2995
NC,01/05/2020,75.7431,66.0143,51.1969,134.8475,64.1713
NC,02/05/2020,68.9123,66.0147,51.2155,7.993,64.2893
PV,26/04/2020,63.493,33.4022,72.6742,64.5394,69.9081
PV,27/04/2020,63.5039,0,71.0923,64.123,81.0376
PV,28/04/2020,63.4026,84.7049,81.9029,64.1606,90.8329
PV,29/04/2020,63.4002,11.6846,75.4372,64.2086,91.2154
PV,30/04/2020,63.3944,33.7321,75.4714,64.2185,91.3728
PV,01/05/2020,63.3941,17.9787,87.695,64.2171,91.4007
PV,02/05/2020,63.3938,0,81.7636,64.2159,91.4127
RI,26/04/2020,65.7748,60.5612,63.9762,48.3373,179.8278
RI,27/04/2020,64.8857,56.3908,60.2039,94.0826,59.5508
RI,28/04/2020,63.2537,57.786,57.6588,34.8654,173.9421
RI,29/04/2020,60.4627,61.8757,58.3458,47.7128,69.6753
RI,30/04/2020,56.5951,66.4329,60.8393,13.1003,212.5027
RI,01/05/2020,54.5865,67.0967,63.7117,34.951,59.0563
RI,02/05/2020,56.3953,60.0718,65.4919,39.7533,156.7111
