CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
GA,01/05/2020,25.9731,0,70.4072,99.4772,3.2321
GA,02/05/2020,29.5618,115.9789,71.0036,16.0246,206.2081
GA,03/05/2020,46.5448,0,71.5894,87.8658,2.8618
GA,04/05/2020,38.8358,196.902,71.2827,4.5453,213.9403
GA,05/05/2020,25.9548,0,71.038,95.7626,2.866
MD,29/04/2020,34.0658,76.1365,70.5482,65.8421,43.9619
MD,30/04/2020,50.2469,79.2338,70.6471,62.794,14.0589
MD,01/05/2020,24.7923,80.5679,76.446,63.3933,0
MD,02/05/2020,22.7242,80.6333,63.2634,65.7508,59.6997
MD,03/05/2020,11.5915,80.6463,102.651,66.7613,34.2414
MD,04/05/2020,31.2742,80.6469,0,66.2807,0
MD,05/05/2020,49.4598,80.647,263.3474,65.431,51.6563
ML,29/04/2020,70.7995,75.8902,67.4304,53.839,71.4788
ML,30/04/2020,70.8273,73.2471,71.2451,44.8892,72.855
ML,01/05/2020,68.2305,101.9502,60.4964,48.3638,73.12
ML,02/05/2020,65.2691,85.0318,85.2653,50.8109,73.0636
ML,03/05/2020,67.0186,132.9399,0,54.6919,73.0158
ML,04/05/2020,72.1702,84.3329,60.8116,51.6954,73.0049
ML,05/05/2020,73.1003,134.3756,0,59.0969,73.006
MC,29/04/2020,54.8313,69.5416,62.4702,68.0041,92.2928
MC,30/04/2020,4.0906,69.9132,113.018,58.5568,64.3169
MC,01/05/2020,0,70.1558,0,0,70.6072
MC,02/05/2020,0,70.312,66.4814,0,81.5835
MC,03/05/2020,71.4662,70.4132,0,10.1513,75.7015
MC,04/05/2020,189.2851,70.479,54.5066,17.994,93.2243
MC,05/05/2020,156.1216,70.522,0,22.5424,75.0351
NC,29/04/2020,71.4448,52.3113,73.3247,56.9964,67.7865
NC,30/04/2020,71.9434,30.2413,65.2191,49.3278,69.3065
NC,01/05/2020,72.0149,61.9054,63.2108,42.8964,67.3374
NC,02/05/2020,72.0191,0,77.9476,58.1536,69.6789
NC,03/05/2020,72.0189,63.0658,11.0767,0,66.4868
NC,04/05/2020,72.0189,0,123.062,39.2958,70.1419
NC,05/05/2020,72.0189,66.8916,0,0,64.7951
PV,29/04/2020,74.1516,71.2658,52.9864,103.9357,60.8924
PV,30/04/2020,77.1214,72.7967,88.1584,12.5615,53.7445
PV,01/05/2020,78.9294,73.9319,94.5104,129.0955,43.5084
PV,02/05/2020,78.801,74.8624,39.8349,0,80.1797
PV,03/05/2020,78.1846,75.6854,108.917,209.0901,17.3082
PV,04/05/2020,78.0143,76.466,76.6204,0,78.1386
PV,05/05/2020,78.1451,77.2647,59.3533,108.0282,0
RI,29/04/2020,67.112,66.3779,49.5649,70.968,64.6819
RI,30/04/2020,65.1844,66.0666,122.5358,68.2503,69.698
RI,01/05/2020,63.9354,66.47,0,84.8977,63.5575
RI,02/05/2020,64.3722,66.5467,161.8658,0,70.6645
RI,03/05/2020,66.1483,66.4936,0,111.3736,62.8453
RI,04/05/2020,66.9354,66.4775,147.9408,0,70.9852
RI,05/05/2020,66.918,66.4846,0,69.8467,62.6233
