CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
CB,29/04/2020,63.5929,114.9436,81.0153,64.2637,95.5738
CB,30/04/2020,55.928,106.8104,0,60.8404,95.5754
CB,01/05/2020,55.9004,130.8835,62.4273,59.2576,95.5756
CM,25/04/2020,53.6328,61.8618,6.1696,80.9847,74.9652
CM,26/04/2020,101.3742,58.9368,7.9388,96.4929,111.4077
CM,27/04/2020,0.31602,57.5597,26.4656,90.7226,119.3492
CM,28/04/2020,114.1007,56.9635,175.1186,26.6022,144.1091
CM,29/04/2020,0,56.5818,68.3878,0,150.5388
CM,30/04/2020,118.2387,56.1875,0,0,125.5865
CM,01/05/2020,0,55.6872,21.5345,0,96.1848
CL,25/04/2020,77.8434,68.3506,71.5333,77.9706,75.9175
CL,26/04/2020,77.6662,63.1862,60.7412,98.6429,63.3993
CL,27/04/2020,77.0022,101.2414,47.698,82.0188,114.4822
CL,28/04/2020,75.9722,78.4525,30.3412,96.0752,0
CL,29/04/2020,74.8605,112.6531,5.1429,94.0789,89.9239
CL,30/04/2020,74.18,105.2395,0,103.8539,54.9798
CL,01/05/2020,74.4893,86.66,3.5917,94.7514,148.3518
CT,25/04/2020,73.9009,67.825,68.5996,47.666,34.054
CT,26/04/2020,80.4168,59.3702,71.119,40.9472,27.7752
CT,27/04/2020,82.2706,108.9048,71.5034,76.9667,30.1016
CT,28/04/2020,84.5492,32.8685,69.9135,13.2413,19.3665
CT,29/04/2020,84.4206,200.3504,67.5549,87.5667,3.9065
CT,30/04/2020,84.9416,0,66.4234,49.8721,0
CT,01/05/2020,84.8258,166.9819,67.565,44.2974,0
CE,25/04/2020,65.7063,62.6748,54.8261,85.3357,53.5994
CE,26/04/2020,66.7345,64.4035,27.7576,97.0794,30.5181
CE,27/04/2020,67.6111,62.289,0,76.1647,0
CE,28/04/2020,68.5265,64.2959,15.8994,64.9598,49.4447
CE,29/04/2020,69.3983,62.1366,12.7117,35.8041,0
CE,30/04/2020,70.2579,64.3211,28.1754,17.1529,49.5515
CE,01/05/2020,71.1462,62.0473,27.6621,37.3546,0
VC,25/04/2020,58.8961,60.7121,48.5609,41.5268,43.3975
VC,26/04/2020,64.8072,47.3135,3.3353,49.392,76.6487
VC,27/04/2020,55.6991,55.8529,39.4694,52.171,14.9851
VC,28/04/2020,57.9976,50.1383,32.0725,50.1449,87.7017
VC,29/04/2020,67.875,52.7496,55.6635,56.3171,0
VC,30/04/2020,52.5432,55.1654,35.2687,47.3548,93.3399
VC,01/05/2020,44.3402,56.8413,4.8592,72.897,14.4744
EX,25/04/2020,48.7523,64.4239,67.9129,36.422,0
EX,26/04/2020,29.8795,62.195,77.4697,44.4716,65.2284
EX,27/04/2020,71.9953,57.316,94.0204,29.0094,62.1261
EX,28/04/2020,68.8992,35.9077,73.2385,122.8418,0
EX,29/04/2020,46.4769,0,13.9618,11.3932,68.8848
EX,30/04/2020,17.8097,0,0,120.705,75.5578
EX,01/05/2020,108.1808,0.95593,0,8.0506,0
GA,25/04/2020,61.5019,63.4371,64.0866,47.695,94.7398
GA,26/04/2020,62.7864,63.4428,64.8156,14.8578,87.718
GA,27/04/2020,69.7784,63.4377,64.2334,120.1734,106.3258
GA,28/04/2020,61.0415,63.4377,64.7707,0,88.2749
GA,29/04/2020,50.2945,63.4377,64.3527,87.8603,96.9123
GA,30/04/2020,59.2935,63.4377,64.7411,0,91.2172
GA,01/05/2020,62.7004,63.4377,64.4397,188.2942,104.9061
MD,25/04/2020,55.7715,61.5657,87.6816,54.4193,45.5989
MD,26/04/2020,36.9935,61.5168,93.8181,0,39.4511
MD,27/04/2020,31.1503,61.451,70.1729,0,0
MD,28/04/2020,56.2971,61.4462,31.8463,0,0
MD,29/04/2020,107.9184,61.4458,10.6896,147.1373,0
MD,30/04/2020,81.2944,61.4458,39.4833,219.6826,0
MD,01/05/2020,27.6544,61.4458,86.3912,171.5843,53.8402
ML,25/04/2020,57.6267,80.7531,75.6641,43.8727,75.0532
ML,26/04/2020,48.7237,50.0473,71.3328,83.4482,84.2379
ML,27/04/2020,40.0811,37.1479,84.598,1.8341,120.0058
ML,28/04/2020,69.5891,70.8277,72.4738,143.6272,144.6079
ML,29/04/2020,32.2734,22.5469,106.3026,0,142.9374
ML,30/04/2020,104.6441,149.3117,66.7376,148.0189,102.2714
ML,01/05/2020,34.308,0.41133,132.9746,0,62.3967
MC,25/04/2020,85.0336,61.169,72.3938,76.2455,59.7538
MC,26/04/2020,58.1116,59.561,90.9762,68.1925,69.3255
MC,27/04/2020,106.1506,61.9276,86.474,88.6383,40.0727
MC,28/04/2020,51.1434,64.3653,125.9824,101.7776,60.8438
MC,29/04/2020,115.5567,63.5438,81.6305,98.2596,30.8092
MC,30/04/2020,52.2179,60.4821,14.6481,75.7192,80.7629
MC,01/05/2020,113.6112,60.4293,0,72.0444,0.098549
NC,25/04/2020,66.2197,59.5844,22.2813,96.9577,62.2053
NC,26/04/2020,66.8188,59.6961,57.7114,52.1348,71.097
NC,27/04/2020,66.8866,53.0753,9.9876,18.7628,59.9581
NC,28/04/2020,66.7231,56.0495,41.84,133.3596,83.7545
NC,29/04/2020,66.5805,44.5433,21.6292,16.7526,91.66
NC,30/04/2020,66.5453,62.709,54.737,62.7004,64.9491
NC,01/05/2020,66.5778,33.0791,0.60145,16.7755,82.9717
PV,25/04/2020,68.8842,56.0213,66.8668,79.5214,68.5823
PV,26/04/2020,57.5625,52.8695,73.0641,85.2087,70.3302
PV,27/04/2020,105.4176,57.7889,91.8705,97.5429,67.9861
PV,28/04/2020,70.5045,62.8144,31.5436,90.4093,59.0759
PV,29/04/2020,147.6536,60.9879,64.0671,96.1513,34.0978
PV,30/04/2020,69.9621,53.5508,0,98.921,21.5297
PV,01/05/2020,98.7904,53.5568,98.6987,99.7164,0
RI,25/04/2020,68.6683,68.5926,62.4813,24.9603,58.2808
RI,26/04/2020,67.005,70.2835,56.4462,17.0204,56.5958
RI,27/04/2020,68.8717,72.561,52.6764,24.1019,55.2869
RI,28/04/2020,67.7082,73.1509,48.271,33.3233,57.5496
RI,29/04/2020,68.8919,71.5146,46.034,3.8961,56.1139
RI,30/04/2020,67.9672,69.8897,45.919,62.6488,56.0867
RI,01/05/2020,68.8393,70.3278,46.3481,9.4567,56.9667
