CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
ML,22/04/2020,99.7846,51.971,62.4295,55.4953,0
ML,23/04/2020,99.7665,75.5902,62.4295,57.4777,0
ML,24/04/2020,96.8242,63.4487,62.4295,58.3176,10.4145
ML,25/04/2020,96.451,75.5712,62.4295,56.973,80.6164
MC,19/04/2020,41.7975,63.2281,71.7802,47.0727,65.6692
MC,20/04/2020,28.008,66.1557,90.4238,30.1773,61.3885
MC,21/04/2020,0,66.6405,118.1883,32.9253,84.0922
MC,22/04/2020,10.6301,66.5159,122.9165,27.0732,29.9022
MC,23/04/2020,11.6727,66.4298,155.7773,40.6836,0
MC,24/04/2020,8.4126,66.415,127.2122,8.4626,0
MC,25/04/2020,17.376,66.4193,147.0206,0,0
NC,19/04/2020,57.9173,41.5093,52.0419,64.6253,68.0296
NC,20/04/2020,61.7614,63.6473,59.3777,94.2944,94.2305
NC,21/04/2020,55.7418,69.9504,49.8706,81.9706,95.4492
NC,22/04/2020,66.0486,45.2032,52.6882,123.2946,104.6803
NC,23/04/2020,45.9725,71.3767,64.9318,84.901,104.9463
NC,24/04/2020,27.8267,78.4776,34.9817,159.1637,104.3269
NC,25/04/2020,0,48.5534,0,67.9102,104.1797
PV,19/04/2020,42.2057,65.9822,54.5387,67.8661,61.9845
PV,20/04/2020,52.8786,51.4669,54.7956,64.5136,69.083
PV,21/04/2020,27.783,88.1697,52.4244,61.7646,74.6851
PV,22/04/2020,61.7471,10.9592,51.9741,63.6793,75.3432
PV,23/04/2020,31.4618,137.0308,49.2638,69.8698,72.0651
PV,24/04/2020,0,0,47.9451,73.6381,65.3394
PV,25/04/2020,0,68.7305,46.2459,81.0482,54.7992
RI,19/04/2020,59.2908,48.8158,52.864,57.2246,71.959
RI,20/04/2020,57.3459,40.613,59.3799,56.6497,71.4913
RI,21/04/2020,52.1541,42.0063,46.7378,53.628,88.9516
RI,22/04/2020,49.7439,55.5147,73.9167,54.3724,80.0747
RI,23/04/2020,56.2713,66.6534,0,42.9447,93.1617
RI,24/04/2020,49.2185,64.7205,115.154,101.1566,105.461
RI,25/04/2020,51.5838,39.9323,0,53.7791,112.3742
